filename,Re,Rct,Battery_impedance
00356.csv,0.07303308844921155,0.23387459182998502,0.2773080781211154
00366.csv,0.07792709011808394,0.2528231787923866,0.28786869231546525
00368.csv,0.07391035231000713,0.23877946759746088,0.28291077101323064
00370.csv,0.07799077882418357,0.23974893898915942,0.2249427498499776
00372.csv,0.07486242670723003,0.21184412901313732,0.22667915481950018
00382.csv,0.07857734995287656,0.229261520633249,0.22742700542526498
00384.csv,0.07489643913902913,0.19798822090855814,0.22841349992079418
00386.csv,0.07921442518696754,0.22345095607046195,0.2270982855220652
00388.csv,0.0757692694613932,0.2089565660584671,0.2295050104006133
00398.csv,0.08000205531297787,0.23229414101827145,0.23234865199035584
00400.csv,0.0753322025051574,0.19519769256846722,0.231300837800008
00402.csv,0.0818843773490264,0.23100483852381862,0.23368096924771012
00404.csv,0.07641471458894618,0.19470711834781718,0.2301556852714842
00414.csv,0.08219047870872118,0.24072826115845622,0.23671491335473313
00416.csv,0.07694896787681794,0.2163753560854461,0.2342486195755844
00426.csv,0.0821552417870071,0.22728873932665633,0.2331956236190562
00428.csv,0.08120105386377145,0.21123784616824648,0.23914943472333142
00438.csv,0.08137007548326783,0.2462524937882742,0.23651356265472898
00440.csv,0.07886956638985701,0.21370829074200262,0.2379707328735412
00450.csv,0.08225194664630603,0.24297878659653382,0.2395526646736081
00452.csv,0.0799826707857191,0.2047737934078979,0.23859297211336786
00454.csv,0.08086061563466027,0.23879470834549774,0.23240473833927736
00456.csv,0.07883278236642736,0.2102307097728051,0.23546577547850747
00466.csv,0.08359248201820703,0.25467582471630545,0.24091064785474214
00468.csv,0.07860661634486579,0.21549822256470672,0.23745839106163893
00478.csv,0.08258300471033096,0.25261163528965497,0.24272518153298014
00480.csv,0.07927683932526819,0.21954347872890417,0.2406599912708671
00490.csv,0.08496523801764762,0.253135050345307,0.2474795413217948
00492.csv,0.08063966510575257,0.23649095641164178,0.24412966767061675
00502.csv,0.08366506517993519,0.2432589808852623,0.24410786577458213
00504.csv,0.07906270763202047,0.23396617204350514,0.24329079790115218
00506.csv,0.0841713933195508,0.25411938105230836,0.24402494546826867
00508.csv,0.08036912158201043,0.2302661311627608,0.24078650994256545
00518.csv,0.08362968998221829,0.2504185633386431,0.2417216232182435
00520.csv,0.07877728810882173,0.23721692866806598,0.24263266895671795
00522.csv,0.08376647422247421,0.24765628855715335,0.23996752179259753
00524.csv,0.07991775295486524,0.2320164334146056,0.2414042988638527
00534.csv,0.08287926735182807,0.22083120089240874,0.24291455176932195
00536.csv,0.08165257707052542,0.23312870269555291,0.24498203067614654
00538.csv,0.08140827254834927,0.24225861339361615,0.23574732894945769
00540.csv,0.08005082460847865,0.2193824296361437,0.23861500066498817
00550.csv,0.08236120368960732,0.25452655594987594,0.2391900561534166
00552.csv,0.08052683359122734,0.2257253229535857,0.24108080606741708
00554.csv,0.09194533928221202,0.1870717035021495,0.26483119441888636
00556.csv,0.07717590294099802,0.1826685711923537,0.2267438897340078
00566.csv,0.0819659578807842,0.24492509528564738,0.24134359032575362
00568.csv,0.07623453681593678,0.18984193318017523,0.22934682202305443
00570.csv,0.08237854639974329,0.22852812374188913,0.24407142476838065
00572.csv,0.07559209116896934,0.1883024240199668,0.2279051058378284
00582.csv,0.08120588668960783,0.232715267361228,0.23790792832263877
00584.csv,0.07720407425594146,0.19135753981975645,0.23131721093373744
00586.csv,0.08332069317920897,0.22823249519383526,0.2517710347813736
00588.csv,0.07563786694471847,0.19401600783008754,0.22994104433403936
00598.csv,0.08118306151794047,0.2405344663006172,0.23860105800165524
00600.csv,0.0777141187377075,0.18681976287298563,0.23176055300592732
00610.csv,0.08215965572666578,0.25082064818174565,0.2430756007659728
00612.csv,0.07821782500237034,0.1955292803071596,0.2338946602875068
00622.csv,0.08323720831832554,0.2278577083294977,0.24035320685378436
00624.csv,0.07950370067323087,0.1974406290161072,0.23705203980684011
00634.csv,0.08242979163947259,0.23860007679080417,0.24207664752203809
00636.csv,0.07859461504461127,0.2110064519147993,0.2389582343173833
00638.csv,0.08528482420265604,0.23034769239747743,0.24617990571736895
00640.csv,0.07824380553520457,0.19301061741153844,0.23346522682851903
00650.csv,0.08302083043754498,0.23756384005994757,0.24319637913978842
00652.csv,0.07940067402995159,0.21026493460698087,0.23921090492861175
00662.csv,0.08343387022755688,0.23400963467595975,0.244527934442374
00664.csv,0.0810178807183025,0.2127454883661688,0.24143363548165678
00674.csv,0.0844622633914447,0.23211008760762697,0.2476189072829996
00676.csv,0.08196042284417204,0.2058766296813479,0.24331821561056663
00686.csv,0.0856412032472594,0.2350786561579918,0.24929507929368078
00688.csv,0.08132531269171153,0.2127157604775671,0.2447074355898883
00690.csv,0.08534495362991043,0.23020257285736626,0.2467018533616524
00692.csv,0.08089351441764228,0.19666741100844673,0.23768254071927752
00702.csv,0.0843307889050809,0.23440316330817096,0.2456199669834155
00704.csv,0.08234957242368904,0.20929540146223666,0.24455187724142483
00706.csv,0.08628731710880985,0.23860245270482514,0.24994792333685947
00708.csv,0.08085166351121224,0.20738228651723412,0.23968735865628052
00718.csv,0.08347666367871394,0.22241946440627763,0.24625708951076755
00720.csv,0.08249533483883906,0.2177659128869859,0.2446827756220182
00722.csv,0.0860735486643324,0.22710713634903815,0.24833008977032436
00724.csv,0.08253202322057318,0.1909788575414279,0.23758658421924442
00734.csv,0.0855762876679171,0.23631754613871103,0.24943129271410439
00736.csv,0.08083179905043456,0.21146271210164572,0.24016397371719647
00738.csv,0.0695338223583365,0.11270565686795861,0.22948109883331713
00748.csv,0.06397229891106027,0.1085598128584668,0.22154608200172002
00750.csv,0.06047438402137438,0.10460205007342203,0.22156623104971518
00760.csv,0.059814931127301754,0.10077831941231151,0.21697265960757314
00762.csv,0.06080278322959827,0.10346301364637374,0.22292428636154024
00772.csv,0.0609403216648771,0.10003120292465033,0.21764920601583895
00774.csv,0.0627657269457884,0.10569902497986362,0.22406944951878718
00784.csv,0.060028199443392535,0.1029964391005226,0.21675160162786689
00786.csv,0.05946405522319262,0.10318260288317935,0.22103695396196557
00788.csv,0.05992507748021127,0.09963743520230726,0.2157287862065572
00790.csv,0.058209861764615595,0.09875194822232924,0.21753727670243658
00800.csv,0.059357567780692504,0.09646126147273448,0.21518004777866073
00802.csv,0.06274655210749347,0.10238976816496678,0.22299095647451192
00812.csv,0.05969818363702731,0.09543453610611552,0.21522259553695758
00814.csv,0.06130052419342855,0.10368442434079139,0.22253490526297912
00824.csv,0.062360229332975706,0.09980194578119271,0.2193230382766221
00826.csv,0.06100598756900302,0.10420033349924379,0.2225058484756771
00836.csv,0.06410791830349975,0.10005880962801757,0.22078183260213932
00838.csv,0.0634383455309271,0.10705250568697418,0.22579616621091878
00840.csv,0.06974013460963176,0.20684891992638932,0.24432221191821765
00842.csv,0.06807242725280273,0.215524679658249,0.24334155945624433
00851.csv,0.07280892714065398,0.21320167120740832,0.24896026162841536
00861.csv,0.06928729827214222,0.19857680669608677,0.2425686251814195
00863.csv,0.06712934292908875,0.20809437170792122,0.241216037028973
00873.csv,0.06923030864208446,0.18972164522521573,0.24176613283560675
00875.csv,0.07091012197876406,0.19117202497651758,0.24208711927209445
00885.csv,0.06577386308568442,0.2053526238059936,0.23869603188453867
00887.csv,0.07821033552856102,0.2178688419683504,0.2564847018352726
00897.csv,0.07746547673166536,0.20470618804390933,0.2539705097938609
00899.csv,0.07821325356744199,0.21410546814283368,0.25768221572709143
00901.csv,0.07826900886795116,0.2053281881889852,0.2538776362797362
00903.csv,0.0807128037794328,0.19832731033743434,0.2554613627478317
00913.csv,0.07645696609192697,0.20407816315700628,0.25095670025980193
00915.csv,0.07712136345922976,0.21145936697056872,0.251575944231951
00925.csv,0.07489019951452301,0.2102242477486811,0.2505427862934692
00927.csv,0.07743646557440483,0.21194602938813917,0.2540528719909843
00937.csv,0.07965073217216787,0.2188828736100156,0.2579434701208032
00939.csv,0.07675873388972675,0.20599127868849398,0.2519300865728264
00949.csv,0.07431721146026819,0.20879222067530923,0.24923816669405174
00951.csv,0.07581858920714557,0.2025122662195648,0.2508356756561403
00953.csv,0.08157301854068076,0.22734166264831673,0.25620932234542426
00955.csv,0.07796586137129172,0.19794737391773157,0.2541180108763798
00965.csv,0.08159659031314681,0.22908998278296022,0.2560738410266711
00967.csv,0.07567007904044705,0.19391165804198185,0.2530106675205747
00977.csv,0.0827731208742837,0.2456589718806829,0.2622373832586379
00979.csv,0.07733174135424246,0.19480437519666294,0.2545763939289174
00989.csv,0.08206133066843534,0.2345891909586788,0.26059742436563127
00991.csv,0.0752054973692065,0.22105217041987163,0.2566267147264475
01001.csv,0.08381627026061537,0.22155586211686823,0.2623201815756504
01003.csv,0.0782066915934319,0.21741559374160302,0.26149481710308226
01012.csv,0.07066451610132236,0.07945025753959979,0.19666776261737207
01022.csv,0.07229155825823269,0.08032159473668768,0.1986660866399176
01024.csv,0.06976059493273279,0.07703771503522405,0.19409813572392629
01034.csv,0.07304251157475981,0.08139940352254683,0.19932476528687684
01036.csv,0.07087649877371076,0.07789158051602042,0.1959632013949197
01046.csv,0.07278072428364658,0.08111493489022924,0.19984159558794024
01048.csv,0.0707455120034817,0.07832398563988544,0.1961698410906411
01058.csv,0.0731750018300721,0.08227381236824015,0.20043203669891663
01060.csv,0.07133262642540289,0.0789786361031034,0.1969287057638601
01070.csv,0.07399371077036296,0.08304332721389349,0.20195579616008277
01072.csv,0.07176151986282678,0.079782528012842,0.19733863821687558
01082.csv,0.07351968755589146,0.08244216680830045,0.20130016340306145
01084.csv,0.0713737958044209,0.0791164876167491,0.1973629736172308
01094.csv,0.0732675736197779,0.082761888121376,0.20160865072198922
01096.csv,0.07214616175584028,0.08006166402298927,0.19895862387905935
01106.csv,0.0746277661910761,0.0837355494638199,0.20255968519662937
01108.csv,0.07233299460436984,0.07943581755418613,0.19810600107819556
01110.csv,0.10413759871076331,0.12657715456937985,0.26767709998378264
01112.csv,0.11851988744947953,0.14797658847140885,0.27278795675693157
01122.csv,0.0997718128695933,0.12513128988193659,0.2662940993034493
01124.csv,0.102144213673012,0.12777204215045285,0.26948470991824597
01126.csv,0.10302850846547995,0.12884712414973284,0.2703652453920851
01128.csv,0.1014537466753826,0.13110910853807886,0.2704619167653312
01138.csv,0.09916571640796953,0.12565796560453293,0.2666115224872257
01140.csv,0.09650113796737751,0.12581449539815304,0.2650093358289493
01142.csv,0.10669290243539739,0.12258906792907628,0.26733027842262735
01144.csv,0.10575691934226002,0.11665906488176643,0.26719543389080647
01154.csv,0.10422074398072559,0.12260960869737472,0.2658076935346982
01156.csv,0.10431068055669727,0.11502293583564212,0.26441283109918096
01158.csv,0.10475454289935465,0.12303707308395159,0.2653710049212246
01160.csv,0.10372260075043041,0.1158034441415268,0.2641283372868645
01170.csv,0.10468253421849981,0.12371921204909304,0.26599891763988276
01172.csv,0.10216367165923392,0.11577837674365084,0.26562791926152846
01182.csv,0.10432497770452183,0.12251910856300942,0.2657030760482871
01184.csv,0.1047400112572983,0.11748575320016656,0.26582679906750584
01194.csv,0.10555188286730889,0.123643384223538,0.2664212559525813
01196.csv,0.10388916051668466,0.11598649883487762,0.26423798384159003
01206.csv,0.10699460054134487,0.12333536476641997,0.26800355305204976
01208.csv,0.10367964289518751,0.11582993101311871,0.26412837607436795
01210.csv,0.10226557927213518,0.11619091271968048,0.26332461429487525
01212.csv,0.10260174191072342,0.11522459440593265,0.2633667497132991
01222.csv,0.10456181700206076,0.11683766667785118,0.26443694622975483
01224.csv,0.10459572193166208,0.11701782728982862,0.26477564185558655
01226.csv,0.10493381622184512,0.11615802009771455,0.26453051915870224
01228.csv,0.1065281068779178,0.11819047381996031,0.26667459061600574
01232.csv,0.11879545490125676,0.14757159306159412,0.27250134986726265
01234.csv,0.1219059975893953,0.14761160367891857,0.2740550770699275
01244.csv,0.11642042064497071,0.13851259434303276,0.2710996392456005
01246.csv,0.11735952503933766,0.14194627781411706,0.2738148013260768
01248.csv,0.1167088325664584,0.13968627167754774,0.2719669617705501
01250.csv,0.11643602363821205,0.1430713061031339,0.27342316698882396
01260.csv,0.116168955331647,0.13905422680888596,0.270195135117343
01262.csv,0.11666729189582106,0.14080317639160897,0.2716246923402727
01264.csv,0.12473379305405503,0.13860878642005267,0.2757682015114112
01266.csv,0.12435013494712618,0.13440667384213176,0.27438038081289834
01276.csv,0.12393120537167894,0.1375811992235432,0.27462369830853967
01278.csv,0.12335649207428787,0.1331525400570718,0.2720835824650751
01280.csv,0.123556032143478,0.13619763751375935,0.27281468582514473
01282.csv,0.12250401868234961,0.13316192756245376,0.27235005181742883
01292.csv,0.12273986068984827,0.13810798376608746,0.27297621749713746
01294.csv,0.12220093881840091,0.1326713927654389,0.27217342378858045
01304.csv,0.12216218700623653,0.1379887813251949,0.27300380311008415
01306.csv,0.12198587111152699,0.13339876299562053,0.27182744684288673
01316.csv,0.1228666424484457,0.13936339080689636,0.2743490138231391
01318.csv,0.12121394718235165,0.13369181577109937,0.2726319660651675
01328.csv,0.12322650803122673,0.13987291065132254,0.27416960244837246
01330.csv,0.12260260505135243,0.13334727596154902,0.2733758507062993
01332.csv,0.12307427553172959,0.13637310674165262,0.27389039388684217
01334.csv,0.1232360911234898,0.13404131221096813,0.27321169788043725
01344.csv,0.12195900314349246,0.1359097925234744,0.271605375517665
01346.csv,0.12369639902717047,0.13417591396950698,0.27354624469886113
01348.csv,0.1392745452413228,0.14981188825358746,0.29385409835787707
01350.csv,0.13851689250703758,0.14988972373642645,0.2936243678947114
01353.csv,0.02834045552997675,0.044702257716667325,0.1730344937150258
01363.csv,0.027799933820267582,0.04097831371663723,0.16848102735205606
01365.csv,0.02814132119972847,0.03954262418162729,0.16824738141342943
01375.csv,0.028695045533473497,0.04030237516698406,0.16833378726265744
01377.csv,0.028862176890309586,0.03974093563379893,0.16848281778059201
01387.csv,0.028229387375879742,0.041443692047855835,0.16909120077331596
01389.csv,0.02829375396231879,0.03991689466131403,0.16819363564871645
01399.csv,0.02861301461538251,0.04155896609671493,0.16957951453669287
01401.csv,0.02799948462674519,0.040024621918431674,0.1685081047716069
01411.csv,0.0278705700225645,0.04042561027408763,0.16811036739033272
01413.csv,0.028154278380978896,0.0403131169157872,0.16861523181980612
01423.csv,0.027189284962487115,0.040692795471203344,0.1675623258037614
01425.csv,0.02764501503660695,0.04095143890776487,0.1686545782347235
01435.csv,0.027050163015499288,0.04082422233251372,0.16703548541153715
01437.csv,0.028256362038714906,0.040573024202236345,0.16854564275797723
01447.csv,0.0282771401308053,0.041414871228234076,0.168954589221592
01449.csv,0.02816890978226904,0.04119568604095505,0.1691300448292018
01450.csv,0.08141136501428463,0.13435294061149733,0.22930944494364916
01452.csv,0.08176458673559299,0.10682087072021014,0.2241191038548672
01462.csv,0.0808258053141002,0.121797260168767,0.22521044837801515
01464.csv,0.08049755262582456,0.10171699274990839,0.22031758634982798
01466.csv,0.07999808984375359,0.11499739391717384,0.22297035268554155
01468.csv,0.07921399064492479,0.10231508026191471,0.22032809470530224
01477.csv,0.08024079983592583,0.11464434041763144,0.2231237932585731
01479.csv,0.07886642794998196,0.1014191126510086,0.21915456995340019
01481.csv,0.07929841816780661,0.11507631401626708,0.22244477035398655
01483.csv,0.07802684371863831,0.09966656037192485,0.2182479572605935
01493.csv,0.08031530605845097,0.11179893683290254,0.22199294973558933
01495.csv,0.07875491507561636,0.10011466012346665,0.2184015425739524
01497.csv,0.081972677815941,0.1078622382729115,0.2219958886420744
01499.csv,0.0801951045701426,0.10073699416293035,0.21879936546146192
01509.csv,0.0798330864540462,0.11018428491967498,0.22135198328140218
01511.csv,0.0802952194953975,0.10026582550437207,0.21916938271807704
01512.csv,0.0794938925264985,0.09771330178178547,0.2164962126814711
01514.csv,0.07949915339953288,0.10186179380196737,0.21979959779301636
01524.csv,0.08010920559198015,0.11308909362146788,0.22184067130003093
01526.csv,0.08031037805229317,0.10093533112866111,0.2190664874746099
01528.csv,0.07970222029917101,0.11372273509721359,0.221702146026968
01531.csv,0.07586446951010223,0.12833068256289634,0.225153801955455
01541.csv,0.07459822481100649,0.11723074758161219,0.21557104944382544
01543.csv,0.07516360963661257,0.11313805264056541,0.21942316279072627
01553.csv,0.07392799691843323,0.1154839130420179,0.21532931097400312
01555.csv,0.07391533413115818,0.11607942808438541,0.22082720876603323
01565.csv,0.07322114427450227,0.11524739050768826,0.2152956688177491
01567.csv,0.07404775971247318,0.11488442964323797,0.22034050384328122
01577.csv,0.07540308656046427,0.11303459419751533,0.21588277954621118
01579.csv,0.07475265387117375,0.11489667380043778,0.2201427709198914
01581.csv,0.07354576461548384,0.11293119041336416,0.21480121960831342
01583.csv,0.07386759284737364,0.11273427681114058,0.21846674111562814
01593.csv,0.07354360198293662,0.11190728448619446,0.21469277726201585
01595.csv,0.07399446602680612,0.11275298341358728,0.21866879339142722
01605.csv,0.07521068734331716,0.10896209484473758,0.21468501006633703
01607.csv,0.07449151464092646,0.11186108517470444,0.22022426684762553
01617.csv,0.07344478203038415,0.11213428117785046,0.2144396597954187
01619.csv,0.07431046242244761,0.11332100168099098,0.21962225975359104
01629.csv,0.07460513005125728,0.109634770915838,0.21528510925377786
01631.csv,0.07545962514874321,0.1137792668690111,0.22037870120144645
01633.csv,0.07877529468385841,0.1589538204387527,0.23358192799293978
01635.csv,0.0769982195284669,0.18259929531527064,0.23722278789096096
01644.csv,0.07800610729453926,0.18413394609270012,0.23848961077536623
01654.csv,0.07582530057743594,0.1501184520346214,0.22932379584475804
01656.csv,0.07587400628980778,0.18980686195433671,0.2360915168352459
01666.csv,0.0759821232914421,0.15894605477145063,0.2281325504620252
01668.csv,0.0760013508183652,0.17791434650550444,0.23096177002518878
01678.csv,0.07594278085497322,0.16599469749167875,0.2297764682587299
01680.csv,0.07704681092348728,0.19680273928470568,0.23437190869481084
01690.csv,0.07588003498751496,0.15488675660995227,0.22887122482764224
01692.csv,0.07496925994712696,0.18888712053909562,0.23087898415437128
01694.csv,0.07589015396303525,0.15753643849921348,0.22628328396851702
01696.csv,0.07691285365454106,0.19160818137884542,0.23129382651245844
01706.csv,0.07711993627182931,0.15980121951322207,0.22651880695675772
01708.csv,0.07651499027181768,0.19398220968584684,0.2310508599814544
01718.csv,0.07659343260346818,0.16718062798678748,0.22557768085964516
01720.csv,0.07912815465080972,0.19156125905228685,0.23115369926329776
01730.csv,0.0782449961298768,0.1882802445072384,0.22899690835360612
01732.csv,0.07905035342408334,0.198004520349432,0.23182324261887863
01742.csv,0.07906661915664734,0.193737072470994,0.2307539253009129
01744.csv,0.07871237399733891,0.18930872714889294,0.2290824422229748
01746.csv,0.08698940671583444,0.21203982404697136,0.2600718868648231
01748.csv,0.07828263281194806,0.19242141512409658,0.23116599000902385
01758.csv,0.08194630366572121,0.24951173793875153,0.24535749613498647
01760.csv,0.0772233628496216,0.20125403150137744,0.23229224075347799
01770.csv,0.08259427496458913,0.23058750329889702,0.2414687038581925
01772.csv,0.07780251826730275,0.19693063385639706,0.23401463547934884
01782.csv,0.08322032353450609,0.25657901670022587,0.24835396946067276
01784.csv,0.07854743123091595,0.19461243837619163,0.23461356861842586
01794.csv,0.08506633906791784,0.2400864150871061,0.2474501465965734
01796.csv,0.0790373338975149,0.20945677298641602,0.2382543780994394
01806.csv,0.12557395008126016,0.15780591351992612,0.28237963633103214
01808.csv,0.12403017029761343,0.151331100257049,0.2814740153847032
01818.csv,0.12084426981513624,0.14616348271902685,0.27659115249838967
01820.csv,0.120380461449601,0.14609810226440045,0.27760253902709814
01830.csv,0.11965777417683612,0.14349897177995793,0.27487841639830224
01832.csv,0.12057655358877217,0.1431788177780116,0.2758479186223619
01842.csv,0.12018997357050355,0.14220471849481675,0.27450383093613023
01844.csv,0.12105054497689474,0.14193482357582785,0.2756140468394502
01854.csv,0.11967878004753321,0.142066857174274,0.2746790426039493
01856.csv,0.12078755361712225,0.14207793352200573,0.2755837716898924
01858.csv,0.12307440664540831,0.1416977897960522,0.27529906278638716
01860.csv,0.1231860471342966,0.14351656468766227,0.2773038837622266
01870.csv,0.12115700368854512,0.14158362729482973,0.27537943278692395
01872.csv,0.1220873226956666,0.14161127232970974,0.2756034220451471
01882.csv,0.12074081045247792,0.14220981139271427,0.2749632601474699
01884.csv,0.12133518752790637,0.1421662524982832,0.27613677054386
01894.csv,0.121864842218067,0.14334201731598456,0.2767981131918514
01896.csv,0.12221258919096821,0.1405649119516749,0.27569252466877986
01906.csv,0.12041201490908228,0.14184604744881527,0.27457217483988683
01908.csv,0.12136730346225624,0.1424974651809117,0.27602538942377647
01910.csv,0.12197512790447636,0.14071544730073365,0.2753394244113498
01912.csv,0.12310728219568262,0.1405676747491041,0.27642503550799324
01918.csv,0.1280466918304601,0.14706433009167327,0.2816793959266262
01920.csv,0.1249733640758512,0.1434122906953782,0.27916920052624467
01930.csv,0.12533626858896066,0.1434592387184511,0.27948785791428826
01932.csv,0.1260670230602223,0.14352265573372583,0.28021897059908185
01942.csv,0.1253586044095035,0.14424266476780997,0.27931670636175004
01944.csv,0.12527131709476477,0.14355910749737863,0.27950613537794583
01954.csv,0.1251824703120263,0.1461301418255401,0.2798698241148207
01956.csv,0.1235425210299043,0.14367130688574628,0.27818742390872225
01966.csv,0.12422680305780062,0.14516551252874973,0.2793553277932454
01968.csv,0.12375450858805917,0.14580687293379516,0.27959329269304206
01970.csv,0.12509569202349383,0.14535457187745973,0.2796364929567519
01972.csv,0.1267251796303376,0.1452212888923113,0.2810717897575855
01982.csv,0.12401519142076539,0.14596393835064198,0.27862143822513513
01984.csv,0.1257307656681546,0.14543216158280214,0.28026309236086894
01994.csv,0.12587543856869396,0.14682926664583476,0.28030278731266356
01996.csv,0.12534411179359725,0.14788025975931193,0.2817915551417614
02006.csv,0.12453059760284563,0.14701957655925368,0.27990028037980563
02008.csv,0.12527841795391,0.14780389299708344,0.28128301836973413
02018.csv,0.12514426993592384,0.1479917274975092,0.28007388493999835
02020.csv,0.12503673880990576,0.14709839825347462,0.2799325988493846
02030.csv,0.12501919950433807,0.14557947640155203,0.2791724641966695
02032.csv,0.12467329235782244,0.14748044207172012,0.2810419082749857
02042.csv,0.12499548805511769,0.1454261128439781,0.28047592253738757
02044.csv,0.12510922586265477,0.14713518551853855,0.28127115328101876
02054.csv,0.12715033918595858,0.14681949893074303,0.2811430255538577
02056.csv,0.12646381756196046,0.14648062666585737,0.2816673649457346
02066.csv,0.12629283692192952,0.14924938739821067,0.28177110711669345
02068.csv,0.12712331469517385,0.14658666242262558,0.2813827849245174
02078.csv,0.12467657922262426,0.1488448574616441,0.2801276480975386
02080.csv,0.12448935870719206,0.1481547693370429,0.28035840172925647
02084.csv,0.12752625849069282,0.14760489045437203,0.28191812620962653
